     1	24.00000
    11	23.50000
    21	23.70000
    31	23.50000
    41	24.20000
    51	23.30000
    61	23.40000
    71	24.40000
    81	24.50000
    91	24.90000
   101	25.50000
   111	23.40000
   121	23.50000
   131	25.70000
   141	25.80000
   151	24.30000
   161	24.50000
   171	26.60000
   181	26.70000
   191	27.10000
   201	26.30000
   211	25.20000
   221	26.60000
   231	26.40000
   241	25.20000
   251	28.90000
   261	28.40000
   271	25.90000
   281	25.90000
   291	23.20000
   301	22.20000
   311	22.50000
   321	22.50000
   331	22.70000
   341	22.30000
   351	22.40000
   361	22.20000
   371	22.20000
   381	23.50000
   391	23.00000
   401	22.30000
   411	22.30000
   421	22.60000
   431	22.80000
   441	23.00000
   451	23.60000
   461	23.50000
   471	22.70000
   481	23.00000
   491	22.80000
   501	22.60000
   511	23.00000
   521	22.80000
   531	22.60000
   541	22.10000
   551	22.30000
   561	22.90000
   571	22.80000
   581	22.90000
   591	22.90000
   601	22.50000
   611	22.20000
   621	22.30000
   631	23.90000
   641	23.90000
   651	22.80000
   661	22.80000
   671	22.40000
   681	22.20000
   691	22.20000
   701	24.60000
   711	24.60000
   721	22.00000
   731	22.20000
   741	22.20000
   751	22.20000
   761	22.60000
   771	22.60000
   781	22.50000
   791	22.50000
   801	22.20000
   811	22.10000
   821	22.20000
   831	23.00000
   841	24.00000
   851	23.20000
   861	23.20000
   871	23.80000
   881	22.80000
   891	22.60000
   901	23.30000
   911	23.70000
   921	21.80000
   931	21.50000
   941	21.50000
   951	21.40000
   961	21.40000
   971	21.20000
   981	21.20000
   991	21.20000
  1001	22.50000
  1011	22.50000
  1021	22.20000
  1031	22.40000
  1041	23.20000
  1051	23.10000
  1061	23.00000
  1071	22.80000
  1081	22.50000
  1091	22.30000
  1101	22.20000
  1111	22.20000
  1121	22.30000
  1131	22.30000
  1141	22.50000
  1151	22.50000
  1161	22.40000
  1171	22.40000
  1181	22.10000
  1191	22.40000
  1201	22.60000
  1211	22.60000
  1221	22.20000
  1231	22.20000
  1241	23.90000
  1251	23.90000
  1261	22.30000
  1271	22.30000
  1281	23.40000
  1291	23.30000
  1301	22.50000
  1311	22.70000
  1321	22.20000
  1331	22.30000
  1341	22.40000
  1351	22.20000
  1361	22.20000
  1371	22.40000
  1381	22.00000
