     1	21.70000
    11	21.30000
    21	21.20000
    31	23.80000
    41	21.20000
    51	21.50000
    61	21.20000
    71	21.30000
    81	21.10000
    91	24.20000
   101	21.70000
   111	22.90000
   121	21.50000
   131	22.10000
   141	21.50000
   151	21.30000
   161	22.70000
   171	21.30000
   181	21.50000
   191	21.60000
   201	21.70000
   211	21.70000
   221	22.30000
   231	21.70000
   241	21.30000
   251	21.70000
   261	21.50000
   271	21.90000
   281	21.10000
   291	21.40000
   301	21.40000
   311	21.50000
   321	21.60000
   331	21.30000
   341	21.70000
   351	21.20000
   361	21.70000
   371	21.20000
   381	21.10000
   391	21.60000
   401	22.10000
   411	21.40000
   421	21.60000
   431	21.70000
   441	22.50000
   451	21.50000
   461	22.50000
   471	23.00000
   481	23.20000
   491	21.00000
   501	23.80000
   511	22.30000
   521	24.70000
   531	22.60000
   541	28.50000
   551	34.20000
   561	29.80000
   571	24.60000
   581	23.60000
   591	23.30000
   601	23.70000
   611	25.90000
   621	25.30000
   631	24.30000
   641	23.60000
   651	24.00000
   661	24.70000
   671	24.80000
   681	25.10000
   691	25.50000
   701	24.60000
   711	26.30000
   721	24.50000
   731	23.70000
   741	24.80000
   751	25.10000
   761	24.70000
   771	24.60000
   781	23.80000
   791	23.20000
   801	23.70000
   811	24.60000
   821	25.80000
   831	23.70000
   841	24.60000
   851	25.00000
   861	26.40000
   871	23.50000
   881	24.70000
   891	24.70000
   901	27.10000
   911	23.50000
   921	24.10000
   931	24.20000
   941	38.10000
   951	440.60000
   961	770.60000
   971	860.40000
   981	913.00000
   991	779.60000
  1001	854.70000
  1011	678.20000
  1021	893.80000
  1031	838.40000
  1041	846.20000
  1051	929.50000
  1061	907.90000
  1071	980.50000
  1081	9.70000
  1091	36.20000
  1101	804.70000
  1111	937.10000
  1121	10.70000
  1131	975.80000
  1141	83.30000
  1151	943.30000
  1161	908.70000
  1171	13.20000
  1181	13.30000
  1191	105.70000
  1201	77.50000
  1211	942.00000
  1221	25.30000
  1231	146.60000
  1241	46.50000
  1251	880.40000
  1261	846.30000
  1271	831.10000
  1281	758.50000
  1291	861.60000
  1301	973.10000
  1311	864.30000
  1321	967.00000
  1331	799.40000
  1341	607.80000
  1351	901.70000
  1361	901.40000
  1371	800.10000
  1381	872.70000
  1391	877.20000
  1401	784.80000
  1411	913.10000
  1421	907.30000
  1431	817.30000
  1441	937.40000
  1451	900.30000
  1461	25.10000
  1471	86.50000
  1481	996.00000
  1491	53.00000
  1501	67.10000
  1511	277.00000
  1521	934.50000
  1531	698.80000
  1541	764.60000
  1551	787.60000
  1561	764.20000
  1571	321.30000
  1581	238.10000
  1591	479.00000
  1601	765.50000
  1611	729.50000
  1621	605.40000
  1631	577.60000
  1641	944.70000
  1651	704.10000
  1661	615.70000
  1671	971.90000
  1681	701.80000
  1691	840.20000
  1701	678.20000
  1711	.50000
  1721	968.80000
  1731	813.30000
  1741	435.60000
  1751	499.60000
  1761	801.80000
  1771	413.50000
  1781	711.00000
  1791	842.30000
  1801	628.20000
  1811	736.40000
  1821	285.40000
  1831	478.00000
  1841	291.70000
  1851	590.30000
  1861	28.60000
  1871	539.10000
  1881	317.70000
  1891	351.10000
  1901	395.10000
  1911	219.60000
  1921	189.00000
  1931	197.70000
  1941	435.20000
  1951	571.30000
  1961	370.60000
  1971	961.00000
  1981	877.80000
  1991	920.10000
  2001	971.00000
  2011	936.90000
  2021	33.30000
  2031	929.90000
  2041	5.00000
  2051	895.80000
  2061	980.50000
  2071	978.50000
  2081	947.10000
  2091	835.10000
  2101	902.50000
  2111	923.00000
  2121	987.20000
  2131	935.80000
  2141	851.50000
  2151	861.50000
  2161	825.40000
  2171	978.10000
  2181	805.40000
  2191	880.00000
  2201	928.70000
  2211	820.50000
  2221	796.60000
  2231	858.10000
  2241	848.50000
  2251	693.20000
  2261	843.70000
  2271	964.20000
  2281	934.00000
  2291	867.50000
  2301	937.70000
  2311	803.90000
  2321	996.10000
  2331	856.20000
  2341	974.20000
  2351	921.00000
  2361	954.80000
  2371	992.10000
  2381	958.60000
  2391	799.50000
  2401	534.30000
  2411	35.00000
  2421	32.30000
  2431	37.50000
  2441	35.40000
  2451	32.40000
  2461	34.30000
  2471	31.90000
  2481	35.80000
  2491	31.10000
  2501	35.30000
  2511	42.30000
  2521	108.00000
  2531	78.20000
  2541	38.90000
  2551	31.00000
  2561	31.10000
  2571	31.50000
  2581	31.80000
  2591	23.60000
  2601	23.20000
  2611	24.20000
  2621	25.40000
  2631	24.30000
  2641	23.60000
  2651	26.40000
  2661	23.40000
  2671	26.40000
  2681	23.10000
  2691	23.50000
  2701	25.30000
  2711	23.70000
  2721	23.30000
  2731	23.50000
  2741	24.00000
  2751	23.40000
  2761	23.50000
  2771	23.70000
  2781	23.90000
  2791	23.20000
  2801	23.40000
  2811	24.00000
  2821	23.70000
  2831	23.40000
  2841	25.80000
  2851	21.40000
  2861	21.50000
  2871	21.00000
  2881	22.00000
  2891	21.50000
  2901	21.20000
  2911	21.70000
  2921	21.80000
  2931	22.60000
  2941	21.60000
  2951	21.30000
  2961	21.40000
  2971	22.60000
  2981	21.50000
  2991	21.80000
  3001	21.20000
  3011	21.60000
  3021	21.30000
  3031	21.60000
  3041	21.80000
  3051	21.90000
