     1	21.20000
    11	21.20000
    21	21.00000
    31	21.60000
    41	21.40000
    51	21.00000
    61	24.40000
    71	23.70000
    81	26.60000
    91	26.00000
   101	25.00000
   111	23.70000
   121	23.30000
   131	23.50000
   141	23.30000
   151	25.00000
   161	23.20000
   171	23.20000
   181	23.20000
   191	23.20000
   201	23.20000
   211	23.40000
   221	22.90000
   231	23.30000
   241	22.90000
   251	23.20000
   261	23.10000
   271	23.30000
   281	23.00000
   291	23.20000
   301	23.00000
   311	23.20000
   321	23.00000
   331	23.20000
   341	23.10000
   351	23.20000
   361	23.20000
   371	23.20000
   381	23.20000
   391	24.60000
   401	23.60000
   411	23.80000
   421	23.30000
   431	23.60000
   441	23.20000
   451	23.10000
   461	23.40000
   471	23.10000
   481	23.20000
   491	24.70000
   501	23.40000
   511	23.00000
   521	23.30000
   531	23.10000
   541	23.00000
   551	23.30000
   561	23.00000
   571	23.10000
   581	23.10000
   591	23.10000
   601	23.30000
   611	22.90000
   621	23.50000
   631	23.00000
   641	24.20000
   651	23.90000
   661	23.20000
   671	23.80000
   681	24.60000
   691	23.70000
   701	23.60000
   711	24.40000
   721	24.40000
   731	24.70000
   741	23.30000
   751	24.20000
   761	23.90000
   771	24.10000
   781	24.10000
   791	23.20000
   801	23.20000
   811	23.10000
   821	23.20000
   831	23.60000
   841	25.10000
   851	23.70000
   861	23.10000
   871	23.20000
   881	23.10000
   891	23.10000
   901	23.20000
   911	23.20000
   921	23.00000
   931	23.20000
   941	23.20000
   951	23.20000
   961	23.40000
   971	23.20000
   981	23.20000
   991	24.70000
  1001	23.20000
  1011	23.10000
  1021	23.00000
  1031	23.20000
  1041	23.40000
  1051	23.40000
  1061	23.50000
  1071	23.20000
  1081	23.30000
  1091	23.20000
  1101	25.50000
  1111	23.20000
  1121	23.40000
  1131	25.30000
  1141	23.30000
  1151	23.40000
  1161	23.40000
  1171	23.00000
  1181	23.20000
  1191	23.10000
  1201	23.30000
  1211	23.00000
  1221	23.20000
  1231	22.90000
  1241	23.50000
  1251	24.00000
  1261	22.90000
  1271	23.30000
  1281	24.40000
  1291	23.30000
  1301	23.20000
  1311	23.00000
  1321	23.10000
  1331	23.10000
  1341	23.30000
  1351	23.20000
  1361	23.20000
  1371	23.20000
  1381	23.30000
  1391	23.30000
  1401	24.40000
  1411	23.20000
  1421	30.10000
  1431	31.70000
  1441	34.50000
  1451	31.90000
  1461	32.50000
  1471	33.50000
  1481	32.70000
  1491	32.00000
  1501	31.40000
  1511	31.30000
  1521	32.00000
  1531	32.30000
  1541	32.10000
  1551	31.20000
  1561	31.20000
  1571	31.30000
  1581	31.50000
  1591	31.60000
  1601	33.70000
  1611	32.20000
  1621	31.50000
  1631	31.50000
  1641	29.70000
  1651	23.20000
  1661	23.40000
  1671	23.30000
  1681	27.60000
  1691	23.50000
  1701	23.20000
  1711	23.60000
  1721	24.30000
  1731	23.80000
  1741	28.60000
  1751	23.70000
  1761	24.70000
  1771	23.50000
  1781	23.80000
  1791	23.40000
  1801	25.50000
  1811	23.30000
  1821	23.30000
  1831	23.00000
  1841	26.60000
  1851	24.30000
  1861	23.50000
  1871	23.60000
  1881	23.20000
  1891	22.60000
  1901	22.60000
  1911	22.80000
  1921	23.10000
  1931	23.20000
  1941	25.10000
  1951	24.20000
  1961	23.70000
  1971	22.20000
  1981	24.50000
  1991	25.80000
  2001	23.50000
  2011	25.40000
  2021	23.40000
  2031	24.80000
  2041	26.50000
  2051	26.50000
  2061	26.10000
  2071	23.40000
  2081	26.80000
  2091	23.50000
  2101	25.00000
  2111	24.20000
  2121	24.00000
  2131	23.40000
  2141	23.00000
  2151	23.30000
  2161	23.50000
  2171	25.20000
  2181	23.40000
  2191	23.30000
  2201	26.10000
  2211	23.30000
  2221	23.30000
